week,week_start_date,product,region,transaction_volume,revenue,new_customers,return_customers,return_rate_pct,conversion_rate_pct,satisfaction_score
2023-W22,2023-05-29,Business Loan,North,526,35863.7,86,243,46.34,28.87,3.7
2023-W22,2023-05-29,Business Loan,South,600,52116.33,167,320,53.4,19.34,3.76
2023-W22,2023-05-29,Business Loan,East,597,37302.69,178,274,46.03,29.75,3.78
2023-W22,2023-05-29,Business Loan,West,571,32693.93,198,262,45.95,23.83,4.36
2023-W22,2023-05-29,Business Loan,Scotland,608,28975.39,156,325,53.62,21.36,4.1
2023-W22,2023-05-29,Business Loan,Wales,631,45340.29,116,216,34.24,37.15,4.24
2023-W23,2023-06-05,Personal Current Account,North,5433,488736.51,1773,3404,62.66,21.57,3.96
2023-W23,2023-06-05,Personal Current Account,South,4871,199939.24,1515,3052,62.66,15.74,3.71
2023-W23,2023-06-05,Personal Current Account,East,4871,306856.46,1423,3052,62.66,26.08,4.39
2023-W23,2023-06-05,Personal Current Account,West,5389,276721.27,1241,3376,62.66,33.84,4.39
2023-W23,2023-06-05,Personal Current Account,Scotland,4461,257163.57,1509,2795,62.66,22.95,4.42
2023-W23,2023-06-05,Personal Current Account,Wales,4448,270822.18,1319,2787,62.66,23.54,4.37
2023-W23,2023-06-05,Savings Account,North,2933,170636.11,631,1184,40.37,22.37,4.31
2023-W23,2023-06-05,Savings Account,South,2760,138816.28,533,1345,48.74,16.97,4.45
2023-W23,2023-06-05,Savings Account,East,2736,228949.32,771,971,35.53,28.09,3.9
2023-W23,2023-06-05,Savings Account,West,2820,190096.98,853,1499,53.17,22.61,3.57
2023-W23,2023-06-05,Savings Account,Scotland,3017,152888.54,537,1410,46.76,14.82,4.64
2023-W23,2023-06-05,Savings Account,Wales,3480,191455.73,1101,1634,46.97,32.14,4.13
2023-W23,2023-06-05,Mortgage,North,853,36290.28,165,394,46.25,26.34,4.17
2023-W23,2023-06-05,Mortgage,South,823,48733.55,208,284,34.58,16.69,4.0
2023-W23,2023-06-05,Mortgage,East,809,60431.07,183,337,41.73,29.34,4.26
2023-W23,2023-06-05,Mortgage,West,772,59674.51,202,289,37.49,16.05,4.08
2023-W23,2023-06-05,Mortgage,Scotland,797,63037.08,151,324,40.71,22.69,4.35
2023-W23,2023-06-05,Mortgage,Wales,748,62384.33,131,316,42.37,36.21,4.08
2023-W23,2023-06-05,Credit Card,North,5016,434641.47,1366,1934,38.57,31.12,4.45
2023-W23,2023-06-05,Credit Card,South,4864,359009.26,1495,2556,52.56,14.23,4.11
2023-W23,2023-06-05,Credit Card,East,4586,381153.76,736,1416,30.88,34.17,4.4
2023-W23,2023-06-05,Credit Card,West,4921,418728.81,937,1894,38.49,15.92,3.51
2023-W23,2023-06-05,Credit Card,Scotland,4144,339948.59,922,1491,35.99,35.64,4.49
2023-W23,2023-06-05,Credit Card,Wales,4425,360251.31,1084,2002,45.25,30.29,3.9
2023-W23,2023-06-05,Business Loan,North,554,24971.54,145,209,37.9,35.42,3.93
2023-W23,2023-06-05,Business Loan,South,549,33356.85,140,189,34.46,28.08,4.73
2023-W23,2023-06-05,Business Loan,East,599,40502.02,146,207,34.62,37.57,4.08
2023-W23,2023-06-05,Business Loan,West,621,52898.38,214,297,47.91,29.26,4.39
2023-W23,2023-06-05,Business Loan,Scotland,634,39463.45,190,217,34.33,15.53,4.42
2023-W23,2023-06-05,Business Loan,Wales,577,34024.82,106,231,40.18,12.52,4.01
2023-W24,2023-06-12,Personal Current Account,North,5230,389143.77,1640,3278,62.69,36.2,3.94
2023-W24,2023-06-12,Personal Current Account,South,4998,346084.31,931,3133,62.69,35.24,4.22
2023-W24,2023-06-12,Personal Current Account,East,5235,463375.16,1776,3281,62.69,26.74,3.57
2023-W24,2023-06-12,Personal Current Account,West,5214,439436.93,1812,3268,62.69,35.05,4.03
2023-W24,2023-06-12,Personal Current Account,Scotland,5212,226432.73,922,3267,62.69,19.8,4.33
2023-W24,2023-06-12,Personal Current Account,Wales,5482,327170.08,986,3436,62.69,37.82,4.51
2023-W24,2023-06-12,Savings Account,North,3242,238109.32,1109,1636,50.46,20.34,4.53
2023-W24,2023-06-12,Savings Account,South,3052,266861.05,508,1479,48.48,27.67,4.11
2023-W24,2023-06-12,Savings Account,East,3157,128798.58,1036,1599,50.67,22.86,4.32
2023-W24,2023-06-12,Savings Account,West,2944,243064.42,554,1027,34.92,19.29,4.22
2023-W24,2023-06-12,Savings Account,Scotland,2993,256788.18,742,1307,43.7,35.55,3.84
2023-W24,2023-06-12,Savings Account,Wales,3232,167870.71,683,1033,31.99,23.67,4.12
2023-W24,2023-06-12,Mortgage,North,898,37736.46,269,372,41.51,31.75,3.61
2023-W24,2023-06-12,Mortgage,South,773,34021.44,201,325,42.14,15.4,4.11
2023-W24,2023-06-12,Mortgage,East,854,60812.04,253,470,55.15,12.5,4.22
2023-W24,2023-06-12,Mortgage,West,814,69374.57,183,327,40.21,12.94,3.76
2023-W24,2023-06-12,Mortgage,Scotland,744,55683.05,161,353,47.49,32.88,4.2
2023-W24,2023-06-12,Mortgage,Wales,734,58137.22,169,381,52.03,20.9,3.94
2023-W24,2023-06-12,Credit Card,North,4635,352055.39,1207,2515,54.26,24.71,3.81
2023-W24,2023-06-12,Credit Card,South,4933,422599.59,1646,1842,37.36,14.2,4.47
2023-W24,2023-06-12,Credit Card,East,4075,227917.59,1025,1929,47.35,14.95,3.82
2023-W24,2023-06-12,Credit Card,West,3882,311768.59,665,1978,50.96,13.93,3.87
2023-W24,2023-06-12,Credit Card,Scotland,4706,224477.64,1460,1883,40.02,32.25,3.98
2023-W24,2023-06-12,Credit Card,Wales,4624,187189.98,706,2417,52.28,32.98,3.64
2023-W24,2023-06-12,Business Loan,North,628,44508.26,113,329,52.44,28.28,3.93
2023-W24,2023-06-12,Business Loan,South,600,37822.89,194,314,52.47,32.44,4.07
2023-W24,2023-06-12,Business Loan,East,554,25538.8,161,184,33.34,17.19,3.75
2023-W24,2023-06-12,Business Loan,West,634,27932.63,106,312,49.34,36.74,4.22
2023-W24,2023-06-12,Business Loan,Scotland,637,50692.23,125,196,30.79,13.3,4.2
2023-W24,2023-06-12,Business Loan,Wales,605,33892.25,154,197,32.68,24.38,3.58
2023-W25,2023-06-19,Personal Current Account,North,4918,245236.01,1709,3084,62.72,27.74,4.09
2023-W25,2023-06-19,Personal Current Account,South,5585,275358.62,1159,3502,62.72,29.58,4.31
2023-W25,2023-06-19,Personal Current Account,East,5460,454547.25,885,3424,62.72,16.81,4.28
2023-W25,2023-06-19,Personal Current Account,West,4786,192950.79,886,3001,62.72,17.14,4.14
2023-W25,2023-06-19,Personal Current Account,Scotland,5070,239276.82,1310,3179,62.72,37.29,3.82
2023-W25,2023-06-19,Personal Current Account,Wales,4884,366291.95,1419,3063,62.72,13.97,4.04
2023-W25,2023-06-19,Savings Account,North,3289,184415.13,1145,1164,35.4,16.22,3.48
2023-W25,2023-06-19,Savings Account,South,3217,223952.77,869,1499,46.6,25.17,3.82
2023-W25,2023-06-19,Savings Account,East,2753,168830.93,866,1042,37.86,31.12,4.45
2023-W25,2023-06-19,Savings Account,West,3131,227755.54,1075,1377,43.98,18.54,4.48
2023-W25,2023-06-19,Savings Account,Scotland,3144,135923.5,511,1558,49.58,20.95,4.72
2023-W25,2023-06-19,Savings Account,Wales,3100,220076.04,971,1520,49.04,14.08,4.05
2023-W25,2023-06-19,Mortgage,North,816,61857.28,124,406,49.83,31.35,4.47
2023-W25,2023-06-19,Mortgage,South,762,52888.08,253,250,32.93,21.4,3.9
2023-W25,2023-06-19,Mortgage,East,785,58019.18,128,374,47.75,18.82,3.47
2023-W25,2023-06-19,Mortgage,West,806,50406.71,240,416,51.71,24.49,3.53
2023-W25,2023-06-19,Mortgage,Scotland,802,62692.84,170,346,43.21,37.98,4.36
2023-W25,2023-06-19,Mortgage,Wales,777,53893.85,123,275,35.48,21.18,4.6
2023-W25,2023-06-19,Credit Card,North,4105,258951.65,1373,1738,42.34,34.01,4.46
2023-W25,2023-06-19,Credit Card,South,4682,295814.35,1544,2576,55.03,23.76,3.59
2023-W25,2023-06-19,Credit Card,East,5231,405546.9,1223,1792,34.27,12.64,4.08
2023-W25,2023-06-19,Credit Card,West,4263,238029.61,1483,1458,34.21,28.44,3.68
2023-W25,2023-06-19,Credit Card,Scotland,4440,180696.94,1368,1807,40.71,29.21,4.06
2023-W25,2023-06-19,Credit Card,Wales,4527,315291.33,845,1586,35.04,14.47,4.01
2023-W25,2023-06-19,Business Loan,North,622,29541.88,135,251,40.5,12.56,3.98
2023-W25,2023-06-19,Business Loan,South,530,29243.34,180,214,40.53,26.28,4.06
2023-W25,2023-06-19,Business Loan,East,514,33063.94,151,187,36.41,23.25,4.21
2023-W25,2023-06-19,Business Loan,West,564,27066.94,193,306,54.4,13.55,4.15
2023-W25,2023-06-19,Business Loan,Scotland,647,28044.41,138,354,54.76,24.39,3.82
2023-W25,2023-06-19,Business Loan,Wales,638,33021.36,216,242,37.95,32.89,3.97
2023-W26,2023-06-26,Personal Current Account,North,5525,336015.42,843,3466,62.75,20.01,3.99
2023-W26,2023-06-26,Personal Current Account,South,4747,227524.28,1310,2978,62.75,29.79,4.31
2023-W26,2023-06-26,Personal Current Account,East,4869,299199.42,849,3055,62.75,15.37,3.85
2023-W26,2023-06-26,Personal Current Account,West,4856,262684.62,1432,3047,62.75,32.99,4.09
2023-W26,2023-06-26,Personal Current Account,Scotland,5402,449472.74,1209,3389,62.75,37.23,3.52
2023-W26,2023-06-26,Personal Current Account,Wales,5006,216040.19,1198,3141,62.75,22.84,4.29
2023-W26,2023-06-26,Savings Account,North,3034,170844.63,596,1091,35.99,34.67,4.49
2023-W26,2023-06-26,Savings Account,South,2986,256159.67,1028,1151,38.56,32.46,4.04
2023-W26,2023-06-26,Savings Account,East,3106,213882.23,671,1386,44.62,17.05,4.13
2023-W26,2023-06-26,Savings Account,West,2929,164292.41,809,993,33.93,37.25,4.25
2023-W26,2023-06-26,Savings Account,Scotland,2882,200707.49,568,1051,36.47,33.31,3.92
2023-W26,2023-06-26,Savings Account,Wales,2904,184368.07,446,1247,42.96,25.28,4.51
2023-W26,2023-06-26,Mortgage,North,645,49993.7,177,213,33.14,14.11,4.22
2023-W26,2023-06-26,Mortgage,South,801,56174.12,262,344,43.02,36.92,3.6
2023-W26,2023-06-26,Mortgage,East,814,50854.04,248,304,37.4,32.57,4.24
2023-W26,2023-06-26,Mortgage,West,828,39043.65,264,311,37.66,13.53,3.3
2023-W26,2023-06-26,Mortgage,Scotland,865,61980.27,186,319,36.91,33.45,3.88
2023-W26,2023-06-26,Mortgage,Wales,832,39358.6,170,356,42.81,20.32,4.32
2023-W26,2023-06-26,Credit Card,North,4263,299426.94,1096,2360,55.38,33.43,4.3
2023-W26,2023-06-26,Credit Card,South,4395,386260.22,1184,2061,46.9,15.13,3.48
2023-W26,2023-06-26,Credit Card,East,4815,369670.39,909,2363,49.09,32.77,3.87
2023-W26,2023-06-26,Credit Card,West,4269,339536.9,1001,1614,37.81,33.28,3.98
2023-W26,2023-06-26,Credit Card,Scotland,4573,242594.88,817,1418,31.02,12.66,4.08
2023-W26,2023-06-26,Credit Card,Wales,4647,363017.51,770,2185,47.04,24.09,3.7
2023-W26,2023-06-26,Business Loan,North,573,27149.16,157,306,53.5,26.44,4.07
2023-W26,2023-06-26,Business Loan,South,668,52052.62,114,304,45.6,19.11,4.07
2023-W26,2023-06-26,Business Loan,East,639,48126.18,153,240,37.65,16.24,4.11
2023-W26,2023-06-26,Business Loan,West,582,51102.67,101,197,33.96,34.56,4.03
2023-W26,2023-06-26,Business Loan,Scotland,593,34655.57,126,264,44.56,30.73,4.28
2023-W26,2023-06-26,Business Loan,Wales,649,46367.49,181,288,44.5,22.28,4.21
2023-W27,2023-07-03,Personal Current Account,North,5356,301706.28,1699,3362,62.78,12.9,3.81
2023-W27,2023-07-03,Personal Current Account,South,4875,263959.05,1282,3060,62.78,26.78,3.88
2023-W27,2023-07-03,Personal Current Account,East,5094,428726.22,821,3198,62.78,30.65,3.99
2023-W27,2023-07-03,Personal Current Account,West,5218,243124.04,849,3275,62.78,13.77,3.82
2023-W27,2023-07-03,Personal Current Account,Scotland,5012,238463.42,1275,3146,62.78,36.44,4.31
2023-W27,2023-07-03,Personal Current Account,Wales,4380,226667.98,1318,2749,62.78,37.28,4.74
2023-W27,2023-07-03,Savings Account,North,2949,178804.03,885,1157,39.23,24.8,3.49
2023-W27,2023-07-03,Savings Account,South,3028,200556.45,842,1344,44.41,22.3,4.11
2023-W27,2023-07-03,Savings Account,East,2985,242209.76,933,1034,34.65,23.66,4.4
2023-W27,2023-07-03,Savings Account,West,3134,268180.2,633,1054,33.66,18.22,4.19
2023-W27,2023-07-03,Savings Account,Scotland,3081,209151.31,494,1444,46.9,33.92,4.07
2023-W27,2023-07-03,Savings Account,Wales,3319,139795.42,643,1208,36.42,18.05,3.66
2023-W27,2023-07-03,Mortgage,North,806,67320.47,201,278,34.6,20.4,4.12
2023-W27,2023-07-03,Mortgage,South,839,61677.53,129,416,49.68,31.9,3.85
2023-W27,2023-07-03,Mortgage,East,716,52613.19,207,308,43.09,26.3,4.15
2023-W27,2023-07-03,Mortgage,West,813,56490.03,155,258,31.78,27.15,4.55
2023-W27,2023-07-03,Mortgage,Scotland,739,55492.4,196,228,30.96,21.57,4.45
2023-W27,2023-07-03,Mortgage,Wales,913,44014.78,175,486,53.24,25.94,3.99
2023-W27,2023-07-03,Credit Card,North,4151,320509.9,856,2227,53.66,26.46,3.98
2023-W27,2023-07-03,Credit Card,South,4503,216113.23,856,1961,43.55,27.8,4.27
2023-W27,2023-07-03,Credit Card,East,4340,244571.6,876,1698,39.14,15.1,4.57
2023-W27,2023-07-03,Credit Card,West,4199,174010.23,1136,1592,37.91,28.94,3.58
2023-W27,2023-07-03,Credit Card,Scotland,4798,289245.23,897,2090,43.58,13.08,3.42
2023-W27,2023-07-03,Credit Card,Wales,4444,342813.14,1443,2261,50.9,17.2,5.0
2023-W27,2023-07-03,Business Loan,North,599,46340.83,189,269,45.04,29.53,3.76
2023-W27,2023-07-03,Business Loan,South,597,48293.13,132,316,52.95,13.41,4.08
2023-W27,2023-07-03,Business Loan,East,605,41347.11,197,280,46.43,18.56,4.3
2023-W27,2023-07-03,Business Loan,West,562,31188.23,108,244,43.56,16.7,4.61
2023-W27,2023-07-03,Business Loan,Scotland,608,39507.62,178,237,39.13,30.72,4.32
2023-W27,2023-07-03,Business Loan,Wales,577,34353.26,173,243,42.23,35.94,4.49
2023-W28,2023-07-10,Personal Current Account,North,4922,315051.21,1325,3091,62.81,32.67,4.18
2023-W28,2023-07-10,Personal Current Account,South,4720,346217.74,1593,2964,62.81,14.02,3.8
2023-W28,2023-07-10,Personal Current Account,East,5206,236160.19,781,3269,62.81,12.81,3.97
2023-W28,2023-07-10,Personal Current Account,West,4743,201584.15,722,2979,62.81,19.13,3.91
2023-W28,2023-07-10,Personal Current Account,Scotland,5209,208362.47,1245,3271,62.81,30.95,3.91
2023-W28,2023-07-10,Personal Current Account,Wales,4964,437131.92,841,3117,62.81,21.57,4.1
2023-W28,2023-07-10,Savings Account,North,2654,235003.76,791,1246,46.95,21.69,3.66
2023-W28,2023-07-10,Savings Account,South,3060,222404.77,641,1156,37.81,12.91,3.88
2023-W28,2023-07-10,Savings Account,East,3190,150223.17,770,1078,33.81,36.24,4.39
2023-W28,2023-07-10,Savings Account,West,3129,268243.86,544,1733,55.39,28.55,4.65
2023-W28,2023-07-10,Savings Account,Scotland,2985,237719.81,973,1630,54.62,36.23,4.29
2023-W28,2023-07-10,Savings Account,Wales,2894,132051.31,853,1017,35.17,23.84,4.84
2023-W28,2023-07-10,Mortgage,North,895,66897.61,183,474,52.97,12.59,4.1
2023-W28,2023-07-10,Mortgage,South,818,35308.31,235,367,44.89,17.6,4.51
2023-W28,2023-07-10,Mortgage,East,792,46626.03,124,322,40.75,23.24,3.9
2023-W28,2023-07-10,Mortgage,West,841,40999.71,128,357,42.45,35.33,4.12
2023-W28,2023-07-10,Mortgage,Scotland,808,71080.93,262,381,47.23,30.46,3.85
2023-W28,2023-07-10,Mortgage,Wales,717,35946.75,145,349,48.78,29.45,4.17
2023-W28,2023-07-10,Credit Card,North,4744,234370.16,1365,2603,54.89,33.07,4.03
2023-W28,2023-07-10,Credit Card,South,4887,206261.48,1283,2722,55.71,34.28,3.89
2023-W28,2023-07-10,Credit Card,East,4215,316746.07,1299,1887,44.78,30.6,4.08
2023-W28,2023-07-10,Credit Card,West,4477,243216.85,750,2210,49.37,21.55,4.33
2023-W28,2023-07-10,Credit Card,Scotland,4290,288414.71,963,2201,51.33,35.45,4.51
2023-W28,2023-07-10,Credit Card,Wales,5031,337269.94,1077,2463,48.96,28.62,4.09
2023-W28,2023-07-10,Business Loan,North,644,44442.82,144,263,40.99,37.57,3.78
2023-W28,2023-07-10,Business Loan,South,638,30229.5,181,318,49.99,35.13,4.41
2023-W28,2023-07-10,Business Loan,East,631,38106.9,215,301,47.7,14.25,4.1
2023-W28,2023-07-10,Business Loan,West,493,23112.86,165,183,37.14,28.78,3.91
2023-W28,2023-07-10,Business Loan,Scotland,577,38636.26,165,242,42.08,35.13,3.81
2023-W28,2023-07-10,Business Loan,Wales,604,51892.62,209,237,39.4,15.77,3.97
2023-W29,2023-07-17,Personal Current Account,North,4752,271256.01,1314,2986,62.84,31.36,3.78
2023-W29,2023-07-17,Personal Current Account,South,4785,395025.16,1266,3006,62.84,37.41,4.44
2023-W29,2023-07-17,Personal Current Account,East,4801,382226.29,1512,3016,62.84,22.31,3.95
2023-W29,2023-07-17,Personal Current Account,West,4862,394659.08,1585,3055,62.84,37.75,4.2
2023-W29,2023-07-17,Personal Current Account,Scotland,5136,345138.36,1304,3227,62.84,26.96,3.19
2023-W29,2023-07-17,Personal Current Account,Wales,5306,279816.46,1380,3334,62.84,36.5,4.53
2023-W29,2023-07-17,Savings Account,North,2810,208503.5,864,1386,49.33,24.72,3.81
2023-W29,2023-07-17,Savings Account,South,2918,238760.8,655,1137,38.98,36.36,3.87
2023-W29,2023-07-17,Savings Account,East,3040,246142.86,589,1335,43.92,21.13,3.52
2023-W29,2023-07-17,Savings Account,West,2798,217064.02,479,1148,41.04,28.65,4.56
2023-W29,2023-07-17,Savings Account,Scotland,2832,231423.86,931,1194,42.18,16.9,4.47
2023-W29,2023-07-17,Savings Account,Wales,3063,244058.92,768,945,30.85,14.8,3.56
2023-W29,2023-07-17,Mortgage,North,830,36196.58,282,285,34.45,18.29,4.06
2023-W29,2023-07-17,Mortgage,South,778,63221.52,201,318,40.99,14.51,4.17
2023-W29,2023-07-17,Mortgage,East,822,33846.08,128,420,51.2,15.15,4.31
2023-W29,2023-07-17,Mortgage,West,856,67455.7,140,303,35.48,18.59,4.22
2023-W29,2023-07-17,Mortgage,Scotland,733,44783.28,162,400,54.62,22.48,3.96
2023-W29,2023-07-17,Mortgage,Wales,941,51765.14,214,454,48.29,17.42,4.32
2023-W29,2023-07-17,Credit Card,North,5139,357081.05,1262,2135,41.55,27.98,4.52
2023-W29,2023-07-17,Credit Card,South,4565,294746.86,713,1455,31.89,20.31,4.19
2023-W29,2023-07-17,Credit Card,East,4490,336891.77,1446,1419,31.62,21.98,3.58
2023-W29,2023-07-17,Credit Card,West,4504,202231.14,1295,1995,44.32,28.13,4.46
2023-W29,2023-07-17,Credit Card,Scotland,4338,384208.49,1076,1718,39.62,12.71,4.22
2023-W29,2023-07-17,Credit Card,Wales,4729,304417.17,1566,1504,31.81,24.35,3.83
2023-W29,2023-07-17,Business Loan,North,583,25738.42,171,259,44.43,30.61,3.79
2023-W29,2023-07-17,Business Loan,South,570,35758.56,170,307,53.9,18.28,3.71
2023-W29,2023-07-17,Business Loan,East,567,23653.6,120,314,55.44,32.21,4.53
2023-W29,2023-07-17,Business Loan,West,567,28819.34,131,296,52.21,12.27,4.14
2023-W29,2023-07-17,Business Loan,Scotland,581,48301.92,177,197,34.05,36.32,4.45
2023-W29,2023-07-17,Business Loan,Wales,647,42122.05,156,271,41.95,30.13,4.36
2023-W30,2023-07-24,Personal Current Account,North,5091,302450.74,1705,3200,62.87,29.0,4.03
2023-W30,2023-07-24,Personal Current Account,South,4642,196986.72,1240,2918,62.87,30.15,4.68
2023-W30,2023-07-24,Personal Current Account,East,4772,308056.22,1576,3000,62.87,19.63,4.3
2023-W30,2023-07-24,Personal Current Account,West,5317,255946.07,1106,3342,62.87,20.62,3.93
2023-W30,2023-07-24,Personal Current Account,Scotland,5311,241564.08,961,3339,62.87,33.77,4.33
2023-W30,2023-07-24,Personal Current Account,Wales,5518,275658.06,1364,3469,62.87,12.15,3.96
2023-W30,2023-07-24,Savings Account,North,2768,222381.49,916,1391,50.26,32.08,3.95
2023-W30,2023-07-24,Savings Account,South,3037,149219.62,662,970,31.97,29.76,4.12
2023-W30,2023-07-24,Savings Account,East,2929,150657.88,699,1523,52.01,30.22,3.53
2023-W30,2023-07-24,Savings Account,West,3084,139017.12,548,1654,53.66,31.25,4.69
2023-W30,2023-07-24,Savings Account,Scotland,3083,210071.11,732,1681,54.54,21.53,4.28
2023-W30,2023-07-24,Savings Account,Wales,3103,127306.41,791,1500,48.34,30.04,4.22
2023-W30,2023-07-24,Mortgage,North,844,38247.05,206,394,46.74,19.25,4.22
2023-W30,2023-07-24,Mortgage,South,784,47912.41,127,351,44.8,18.83,3.86
2023-W30,2023-07-24,Mortgage,East,788,45611.12,181,430,54.59,35.9,4.19
2023-W30,2023-07-24,Mortgage,West,784,65680.89,136,419,53.54,16.21,4.19
2023-W30,2023-07-24,Mortgage,Scotland,821,60123.51,196,370,45.13,37.91,4.35
2023-W30,2023-07-24,Mortgage,Wales,861,45762.44,140,346,40.2,32.54,4.12
2023-W30,2023-07-24,Credit Card,North,4146,251507.92,1085,1472,35.51,18.04,4.0
2023-W30,2023-07-24,Credit Card,South,4511,210486.6,1309,1558,34.55,12.29,3.55
2023-W30,2023-07-24,Credit Card,East,4874,387016.82,841,1577,32.37,29.31,4.14
2023-W30,2023-07-24,Credit Card,West,4602,186118.11,1500,2094,45.51,15.56,4.51
2023-W30,2023-07-24,Credit Card,Scotland,4329,359433.77,1343,2332,53.89,16.91,4.27
2023-W30,2023-07-24,Credit Card,Wales,4470,285797.13,759,1910,42.74,22.08,4.04
2023-W30,2023-07-24,Business Loan,North,572,38364.12,177,267,46.7,15.8,4.6
2023-W30,2023-07-24,Business Loan,South,586,38379.13,188,199,34.04,13.77,4.31
2023-W30,2023-07-24,Business Loan,East,532,47543.82,140,232,43.7,18.42,4.45
2023-W30,2023-07-24,Business Loan,West,637,52226.7,141,316,49.71,17.86,4.13
2023-W30,2023-07-24,Business Loan,Scotland,591,25403.34,139,221,37.43,34.64,4.22
2023-W30,2023-07-24,Business Loan,Wales,682,28223.38,193,343,50.39,36.2,3.57
2023-W31,2023-07-31,Personal Current Account,North,5234,311626.14,1419,3292,62.9,34.54,3.83
2023-W31,2023-07-31,Personal Current Account,South,4994,386687.54,876,3141,62.9,27.99,4.03
2023-W31,2023-07-31,Personal Current Account,East,4871,387358.38,1596,3063,62.9,28.8,4.1
2023-W31,2023-07-31,Personal Current Account,West,4659,362337.46,845,2930,62.9,27.57,4.41
2023-W31,2023-07-31,Personal Current Account,Scotland,4461,242595.35,1358,2805,62.9,23.25,4.26
2023-W31,2023-07-31,Personal Current Account,Wales,4902,203657.02,800,3083,62.9,14.21,3.75
2023-W31,2023-07-31,Savings Account,North,3036,143536.58,844,1614,53.19,21.61,3.63
2023-W31,2023-07-31,Savings Account,South,3007,190118.64,936,1224,40.73,35.84,3.67
2023-W31,2023-07-31,Savings Account,East,3083,205835.1,664,1186,38.49,20.01,3.82
2023-W31,2023-07-31,Savings Account,West,2918,191339.09,663,1593,54.61,34.65,4.19
2023-W31,2023-07-31,Savings Account,Scotland,2860,213820.69,957,1375,48.11,27.74,4.08
2023-W31,2023-07-31,Savings Account,Wales,2727,187343.28,665,1293,47.43,14.37,4.29
2023-W31,2023-07-31,Mortgage,North,884,50494.52,224,381,43.14,28.42,4.94
2023-W31,2023-07-31,Mortgage,South,804,42942.11,164,299,37.19,19.51,4.34
2023-W31,2023-07-31,Mortgage,East,714,39735.94,236,312,43.74,35.59,4.55
2023-W31,2023-07-31,Mortgage,West,837,48065.28,176,377,45.05,33.47,3.95
2023-W31,2023-07-31,Mortgage,Scotland,859,52035.61,174,376,43.84,23.02,4.02
2023-W31,2023-07-31,Mortgage,Wales,778,61007.42,255,368,47.38,15.62,4.24
2023-W31,2023-07-31,Credit Card,North,4212,230610.22,1210,2112,50.15,21.4,4.41
2023-W31,2023-07-31,Credit Card,South,4214,236224.72,1304,1873,44.47,27.13,3.78
2023-W31,2023-07-31,Credit Card,East,4254,324280.87,1383,1498,35.24,28.6,4.33
2023-W31,2023-07-31,Credit Card,West,4333,344461.59,1369,1561,36.04,16.76,3.7
2023-W31,2023-07-31,Credit Card,Scotland,4336,281179.99,863,2041,47.09,24.59,4.09
2023-W31,2023-07-31,Credit Card,Wales,4181,286019.99,1076,1574,37.67,15.8,3.75
2023-W31,2023-07-31,Business Loan,North,676,35575.71,232,311,46.05,33.14,3.84
2023-W31,2023-07-31,Business Loan,South,588,23616.05,110,326,55.5,36.29,3.99
2023-W31,2023-07-31,Business Loan,East,584,36639.01,203,315,54.1,27.17,4.29
2023-W31,2023-07-31,Business Loan,West,634,43348.28,120,239,37.83,13.33,4.01
2023-W31,2023-07-31,Business Loan,Scotland,555,49442.08,149,230,41.59,24.39,4.48
2023-W31,2023-07-31,Business Loan,Wales,596,27399.45,110,241,40.57,21.39,4.62
2023-W32,2023-08-07,Personal Current Account,North,4326,346361.14,696,2722,62.93,34.03,4.16
2023-W32,2023-08-07,Personal Current Account,South,5575,300312.99,1447,3508,62.93,18.98,3.99
2023-W32,2023-08-07,Personal Current Account,East,4932,390582.5,1652,3103,62.93,29.85,4.19
2023-W32,2023-08-07,Personal Current Account,West,4832,242782.09,1586,3040,62.93,26.73,4.01
2023-W32,2023-08-07,Personal Current Account,Scotland,4898,198333.76,1065,3082,62.93,28.23,3.91
2023-W32,2023-08-07,Personal Current Account,Wales,5368,289113.45,1266,3378,62.93,17.99,4.24
2023-W32,2023-08-07,Savings Account,North,3045,208676.45,619,1412,46.39,26.37,4.34
2023-W32,2023-08-07,Savings Account,South,2952,140471.35,769,1533,51.95,20.23,3.87
2023-W32,2023-08-07,Savings Account,East,2891,232105.43,910,1053,36.43,17.28,4.1
2023-W32,2023-08-07,Savings Account,West,2809,246415.78,472,1301,46.34,31.25,3.95
2023-W32,2023-08-07,Savings Account,Scotland,2907,155485.13,718,1610,55.4,14.49,4.74
2023-W32,2023-08-07,Savings Account,Wales,2500,127621.69,604,1301,52.06,16.31,4.05
2023-W32,2023-08-07,Mortgage,North,882,44997.07,151,311,35.27,18.21,4.14
2023-W32,2023-08-07,Mortgage,South,836,57668.85,225,323,38.64,22.05,4.13
2023-W32,2023-08-07,Mortgage,East,767,34529.06,127,278,36.26,30.52,3.43
2023-W32,2023-08-07,Mortgage,West,809,62259.2,183,339,41.99,27.99,3.87
2023-W32,2023-08-07,Mortgage,Scotland,761,51035.12,155,307,40.43,34.93,3.95
2023-W32,2023-08-07,Mortgage,Wales,883,70180.3,224,381,43.22,20.37,4.82
2023-W32,2023-08-07,Credit Card,North,4558,322623.86,1447,1978,43.41,27.77,3.96
2023-W32,2023-08-07,Credit Card,South,4182,314372.73,1129,1683,40.25,30.17,4.24
2023-W32,2023-08-07,Credit Card,East,4981,395508.82,953,2010,40.37,20.17,4.03
2023-W32,2023-08-07,Credit Card,West,3857,202254.46,802,1583,41.06,18.0,4.3
