month,region,product,channel,revenue,transactions,avg_ticket,ad_spend
2023-06,East,Personal Current Account,Branch,158709.51,2901,60.04,17006.46
2023-06,East,Personal Current Account,Mobile App,151214.4,2490,49.56,13529.08
2023-06,East,Personal Current Account,Online,197936.53,2881,66.83,19342.33
2023-06,East,Personal Current Account,Telephone,119240.07,1779,83.12,9815.07
2023-06,East,Savings Account,Branch,113278.65,1544,62.54,7974.04
2023-06,East,Savings Account,Mobile App,97498.29,1340,77.76,10305.18
2023-06,East,Savings Account,Online,119532.48,1947,64.97,11275.92
2023-06,East,Savings Account,Telephone,85452.4,1562,71.35,8550.93
2023-06,East,Mortgage,Branch,307953.27,4022,47.96,36753.93
2023-06,East,Mortgage,Mobile App,313812.9,4890,61.03,26819.36
2023-06,East,Mortgage,Online,359008.76,4388,72.67,31612.58
2023-06,East,Mortgage,Telephone,227513.43,2969,59.38,25637.37
2023-06,East,Credit Card,Branch,83279.69,1252,70.53,4659.39
2023-06,East,Credit Card,Mobile App,78167.0,1031,71.3,5850.85
2023-06,East,Credit Card,Online,92007.92,1298,46.77,10935.38
2023-06,East,Credit Card,Telephone,56090.88,777,60.98,5759.85
2023-06,East,Business Loan,Branch,236587.59,2829,62.22,12004.06
2023-06,East,Business Loan,Mobile App,223485.2,4037,65.43,19290.31
2023-06,East,Business Loan,Online,268523.13,3936,68.01,21805.29
2023-06,East,Business Loan,Telephone,184007.67,3034,75.89,16781.74
2023-06,West,Personal Current Account,Branch,154993.93,2383,58.8,8016.19
2023-06,West,Personal Current Account,Mobile App,134945.33,2743,61.64,15831.91
2023-06,West,Personal Current Account,Online,172686.87,3478,82.63,10346.92
2023-06,West,Personal Current Account,Telephone,116169.62,2021,63.21,7490.7
2023-06,West,Savings Account,Branch,104897.38,1630,64.05,8462.24
2023-06,West,Savings Account,Mobile App,99148.7,1360,57.76,7041.39
2023-06,West,Savings Account,Online,117182.67,1513,49.6,12824.78
2023-06,West,Savings Account,Telephone,76988.56,1085,72.09,4735.16
2023-06,West,Mortgage,Branch,298410.12,3537,54.76,18564.61
2023-06,West,Mortgage,Mobile App,258783.27,5034,67.39,30301.55
2023-06,West,Mortgage,Online,336433.85,6198,61.2,21165.6
2023-06,West,Mortgage,Telephone,222331.81,3148,62.29,11570.92
2023-06,West,Credit Card,Branch,77785.92,1118,52.89,7113.85
2023-06,West,Credit Card,Mobile App,67639.73,1117,73.19,4356.33
2023-06,West,Credit Card,Online,81372.25,1083,77.35,4424.98
2023-06,West,Credit Card,Telephone,59088.55,1204,79.88,3727.73
2023-06,West,Business Loan,Branch,230484.75,3971,63.3,15757.03
2023-06,West,Business Loan,Mobile App,219669.28,2762,66.11,20810.94
2023-06,West,Business Loan,Online,255439.02,3708,69.45,23268.02
2023-06,West,Business Loan,Telephone,170302.46,2890,78.82,15874.81
2023-06,Scotland,Personal Current Account,Branch,150805.18,1944,73.24,10680.19
2023-06,Scotland,Personal Current Account,Mobile App,131860.79,1895,48.39,7829.41
2023-06,Scotland,Personal Current Account,Online,161267.67,3243,57.22,10129.72
2023-06,Scotland,Personal Current Account,Telephone,105119.61,1445,65.43,8333.54
2023-06,Scotland,Savings Account,Branch,95215.89,1884,60.35,5998.86
2023-06,Scotland,Savings Account,Mobile App,88649.95,1258,72.74,8436.66
2023-06,Scotland,Savings Account,Online,108051.62,1271,67.2,9106.04
2023-06,Scotland,Savings Account,Telephone,70032.69,1383,57.58,5712.57
2023-06,Scotland,Mortgage,Branch,296821.32,6295,59.36,15040.19
2023-06,Scotland,Mortgage,Mobile App,252431.67,5002,77.61,29652.65
2023-06,Scotland,Mortgage,Online,310040.04,4753,64.8,30361.84
2023-06,Scotland,Mortgage,Telephone,204587.04,3319,78.6,17228.06
2023-06,Scotland,Credit Card,Branch,76881.36,1591,46.23,7939.84
2023-06,Scotland,Credit Card,Mobile App,67849.28,1196,55.99,5945.81
2023-06,Scotland,Credit Card,Online,83640.32,1616,63.29,8529.33
2023-06,Scotland,Credit Card,Telephone,50367.93,665,66.99,2917.55
2023-06,Scotland,Business Loan,Branch,220353.95,4445,76.0,23716.65
2023-06,Scotland,Business Loan,Mobile App,209146.79,3504,77.9,11066.53
2023-06,Scotland,Business Loan,Online,241768.14,3277,66.85,28839.14
2023-06,Scotland,Business Loan,Telephone,167496.78,3411,78.2,17184.2
2023-06,Wales,Personal Current Account,Branch,125596.31,2206,84.97,10233.75
2023-06,Wales,Personal Current Account,Mobile App,125497.22,2129,77.67,10132.0
2023-06,Wales,Personal Current Account,Online,154784.75,1826,76.03,10306.53
2023-06,Wales,Personal Current Account,Telephone,93128.47,1202,68.52,6942.18
2023-06,Wales,Savings Account,Branch,83976.38,1143,70.31,5174.52
2023-06,Wales,Savings Account,Mobile App,83804.32,1657,53.26,5404.2
2023-06,Wales,Savings Account,Online,100470.78,2120,59.03,7000.4
2023-06,Wales,Savings Account,Telephone,61682.39,926,57.95,6124.06
2023-06,Wales,Mortgage,Branch,245183.64,4333,55.69,26985.2
2023-06,Wales,Mortgage,Mobile App,228396.31,2705,72.17,12942.25
2023-06,Wales,Mortgage,Online,260802.43,3122,76.43,29813.32
2023-06,Wales,Mortgage,Telephone,176997.91,2089,79.68,10422.02
2023-06,Wales,Credit Card,Branch,61549.38,772,54.99,6142.48
2023-06,Wales,Credit Card,Mobile App,57575.71,736,75.46,5604.21
2023-06,Wales,Credit Card,Online,70776.67,1095,68.1,4870.16
2023-06,Wales,Credit Card,Telephone,47692.67,774,63.08,4499.99
2023-06,Wales,Business Loan,Branch,204306.1,2547,48.72,17589.31
2023-06,Wales,Business Loan,Mobile App,171083.73,3048,82.45,12974.13
2023-06,Wales,Business Loan,Online,220996.66,2662,58.09,11088.09
2023-06,Wales,Business Loan,Telephone,140536.68,1850,74.31,14217.43
2023-07,North,Personal Current Account,Branch,187727.84,2963,71.57,14093.78
2023-07,North,Personal Current Account,Mobile App,179959.94,3785,66.38,11742.04
2023-07,North,Personal Current Account,Online,198563.44,3193,53.47,13660.68
2023-07,North,Personal Current Account,Telephone,140720.08,1801,58.51,12728.88
2023-07,North,Savings Account,Branch,126234.92,1866,64.41,9349.18
2023-07,North,Savings Account,Mobile App,119121.13,1647,46.94,6786.36
2023-07,North,Savings Account,Online,140203.15,1836,63.38,8229.45
2023-07,North,Savings Account,Telephone,101474.79,1279,62.65,5078.54
2023-07,North,Mortgage,Branch,356419.86,4277,53.09,35000.94
2023-07,North,Mortgage,Mobile App,333488.04,6633,71.0,20385.6
2023-07,North,Mortgage,Online,394173.82,4788,55.96,37770.19
2023-07,North,Mortgage,Telephone,263511.96,4789,59.87,29846.95
2023-07,North,Credit Card,Branch,91652.15,1775,60.85,6542.65
2023-07,North,Credit Card,Mobile App,91782.03,1257,54.37,8800.43
2023-07,North,Credit Card,Online,109856.46,1501,45.04,9159.44
2023-07,North,Credit Card,Telephone,67717.89,1346,54.05,6609.18
2023-07,North,Business Loan,Branch,272756.04,6011,72.82,29238.8
2023-07,North,Business Loan,Mobile App,267801.37,3168,61.89,15867.84
2023-07,North,Business Loan,Online,304961.57,6375,60.32,30847.91
2023-07,North,Business Loan,Telephone,213163.46,4341,57.53,23803.8
2023-07,South,Personal Current Account,Branch,215484.99,4268,75.94,22134.84
2023-07,South,Personal Current Account,Mobile App,187052.1,3716,84.72,11223.07
2023-07,South,Personal Current Account,Online,250873.92,3788,45.34,23958.81
2023-07,South,Personal Current Account,Telephone,168814.03,2696,73.9,15862.71
2023-07,South,Savings Account,Branch,139007.1,2722,61.47,13630.99
2023-07,South,Savings Account,Mobile App,130691.3,1646,48.47,7453.66
2023-07,South,Savings Account,Online,159300.95,2121,68.58,12247.41
2023-07,South,Savings Account,Telephone,106404.72,1273,57.58,6361.74
2023-07,South,Mortgage,Branch,426573.3,7606,48.37,37853.16
2023-07,South,Mortgage,Mobile App,418320.54,6062,69.3,43726.16
2023-07,South,Mortgage,Online,456123.59,6281,78.92,43828.17
2023-07,South,Mortgage,Telephone,296470.86,5195,65.71,25397.64
2023-07,South,Credit Card,Branch,100978.41,1347,56.82,5434.64
2023-07,South,Credit Card,Mobile App,96651.57,1194,83.19,8180.8
2023-07,South,Credit Card,Online,117968.48,2382,64.98,10802.97
2023-07,South,Credit Card,Telephone,84402.86,1276,84.11,10050.84
2023-07,South,Business Loan,Branch,313986.64,3812,50.28,34619.22
2023-07,South,Business Loan,Mobile App,301361.21,4449,59.62,29474.92
2023-07,South,Business Loan,Online,354142.21,4690,83.18,36804.47
2023-07,South,Business Loan,Telephone,247480.32,5419,47.7,16916.01
2023-07,East,Personal Current Account,Branch,178870.01,3838,47.42,18826.12
2023-07,East,Personal Current Account,Mobile App,148121.44,2269,70.14,12601.2
2023-07,East,Personal Current Account,Online,176034.85,2856,73.07,9817.45
2023-07,East,Personal Current Account,Telephone,124699.44,1876,69.64,8656.98
2023-07,East,Savings Account,Branch,111253.95,1938,65.45,7145.15
2023-07,East,Savings Account,Mobile App,108342.57,1401,66.46,8380.43
2023-07,East,Savings Account,Online,122495.85,1740,78.38,11964.65
2023-07,East,Savings Account,Telephone,78653.14,1650,72.95,7951.6
2023-07,East,Mortgage,Branch,323337.92,4100,47.32,18118.21
2023-07,East,Mortgage,Mobile App,307312.5,4926,63.13,28462.75
2023-07,East,Mortgage,Online,360583.03,6285,74.67,36723.97
2023-07,East,Mortgage,Telephone,237472.72,4770,73.32,23534.73
2023-07,East,Credit Card,Branch,84690.63,1642,83.12,7335.09
2023-07,East,Credit Card,Mobile App,79206.61,1037,73.83,4886.05
2023-07,East,Credit Card,Online,94738.33,1891,76.24,6519.28
2023-07,East,Credit Card,Telephone,61403.01,763,75.86,3196.33
2023-07,East,Business Loan,Branch,242046.1,3131,55.88,13184.5
2023-07,East,Business Loan,Mobile App,228334.67,3106,68.07,12648.58
2023-07,East,Business Loan,Online,282322.72,4466,59.4,23989.72
2023-07,East,Business Loan,Telephone,173682.77,2566,59.71,11785.79
2023-07,West,Personal Current Account,Branch,156169.55,3179,67.96,15709.8
2023-07,West,Personal Current Account,Mobile App,141114.28,2606,65.35,7490.72
2023-07,West,Personal Current Account,Online,170295.58,2141,54.78,14138.54
2023-07,West,Personal Current Account,Telephone,119199.06,1976,51.0,13729.49
2023-07,West,Savings Account,Branch,103384.27,1303,67.11,11783.36
2023-07,West,Savings Account,Mobile App,95757.54,1283,61.77,6944.92
2023-07,West,Savings Account,Online,107231.69,1739,73.81,7397.71
2023-07,West,Savings Account,Telephone,77856.67,1618,59.91,6628.94
2023-07,West,Mortgage,Branch,306976.45,3786,52.17,32632.72
2023-07,West,Mortgage,Mobile App,302897.45,3594,83.16,16606.31
2023-07,West,Mortgage,Online,326678.09,5136,56.29,35653.4
2023-07,West,Mortgage,Telephone,222432.91,3828,67.12,11245.73
2023-07,West,Credit Card,Branch,77717.6,1465,67.55,5539.22
2023-07,West,Credit Card,Mobile App,76208.19,1090,63.56,6966.83
2023-07,West,Credit Card,Online,84725.8,1308,75.9,5395.3
2023-07,West,Credit Card,Telephone,57332.82,707,75.42,3850.41
2023-07,West,Business Loan,Branch,236463.32,5225,61.4,15679.85
2023-07,West,Business Loan,Mobile App,216660.25,3681,78.58,24136.8
2023-07,West,Business Loan,Online,250593.7,3017,45.06,24059.82
2023-07,West,Business Loan,Telephone,171420.59,2170,74.09,9818.36
2023-07,Scotland,Personal Current Account,Branch,151592.09,2290,54.53,12800.74
2023-07,Scotland,Personal Current Account,Mobile App,129845.19,2739,84.88,12960.59
2023-07,Scotland,Personal Current Account,Online,161504.46,3314,81.85,18219.34
2023-07,Scotland,Personal Current Account,Telephone,104100.68,1582,73.03,7919.4
2023-07,Scotland,Savings Account,Branch,101532.0,1208,48.4,5755.89
2023-07,Scotland,Savings Account,Mobile App,84770.08,1683,77.8,4682.54
2023-07,Scotland,Savings Account,Online,104705.58,1546,62.4,12302.41
2023-07,Scotland,Savings Account,Telephone,72477.32,1330,55.44,5222.04
2023-07,Scotland,Mortgage,Branch,300323.25,3898,73.03,30475.21
2023-07,Scotland,Mortgage,Mobile App,262595.05,4549,55.88,14502.63
2023-07,Scotland,Mortgage,Online,305437.78,5751,76.2,27773.32
2023-07,Scotland,Mortgage,Telephone,223920.04,4372,51.57,18501.14
2023-07,Scotland,Credit Card,Branch,68465.62,1117,66.44,8046.38
2023-07,Scotland,Credit Card,Mobile App,61747.91,1158,57.33,4232.85
2023-07,Scotland,Credit Card,Online,81738.77,1641,51.3,8012.35
2023-07,Scotland,Credit Card,Telephone,52474.6,672,72.88,2771.87
2023-07,Scotland,Business Loan,Branch,209118.83,2666,58.11,11791.15
2023-07,Scotland,Business Loan,Mobile App,208862.4,3802,59.23,17950.09
2023-07,Scotland,Business Loan,Online,243325.0,3375,55.41,29040.2
2023-07,Scotland,Business Loan,Telephone,157025.23,3395,61.18,12821.75
2023-07,Wales,Personal Current Account,Branch,121682.04,1624,54.99,10019.67
2023-07,Wales,Personal Current Account,Mobile App,123644.47,1602,50.59,6285.71
2023-07,Wales,Personal Current Account,Online,145436.64,1859,84.3,8602.59
2023-07,Wales,Personal Current Account,Telephone,94125.12,1207,59.89,8859.13
2023-07,Wales,Savings Account,Branch,91815.5,1297,68.29,6254.24
2023-07,Wales,Savings Account,Mobile App,76240.71,983,45.87,4156.11
2023-07,Wales,Savings Account,Online,88733.51,1094,62.74,5236.64
2023-07,Wales,Savings Account,Telephone,61256.39,754,78.17,4484.49
2023-07,Wales,Mortgage,Branch,248920.28,5329,63.44,15373.13
2023-07,Wales,Mortgage,Mobile App,234573.73,3451,77.87,18214.63
2023-07,Wales,Mortgage,Online,272965.37,5910,72.33,16950.2
2023-07,Wales,Mortgage,Telephone,186337.61,3477,52.49,12967.2
2023-07,Wales,Credit Card,Branch,60914.8,758,46.39,5685.93
2023-07,Wales,Credit Card,Mobile App,63187.38,1152,56.8,4981.66
2023-07,Wales,Credit Card,Online,70642.1,1053,47.44,4915.58
2023-07,Wales,Credit Card,Telephone,49361.69,977,52.98,5524.84
2023-07,Wales,Business Loan,Branch,195012.27,2953,70.23,20700.9
2023-07,Wales,Business Loan,Mobile App,182486.74,2376,84.58,19112.59
2023-07,Wales,Business Loan,Online,217470.87,3663,66.78,18251.8
2023-07,Wales,Business Loan,Telephone,144288.51,1770,65.1,11137.15
2023-08,North,Personal Current Account,Branch,192935.85,3696,57.76,12604.77
2023-08,North,Personal Current Account,Mobile App,185588.93,2296,76.14,10040.62
2023-08,North,Personal Current Account,Online,209534.27,2474,66.18,21724.29
2023-08,North,Personal Current Account,Telephone,142530.72,1677,83.96,8125.59
2023-08,North,Savings Account,Branch,124949.89,1753,55.66,13387.13
2023-08,North,Savings Account,Mobile App,124247.4,1520,47.24,14878.31
2023-08,North,Savings Account,Online,134850.08,2507,78.86,14269.48
2023-08,North,Savings Account,Telephone,99056.28,1673,78.57,10813.52
2023-08,North,Mortgage,Branch,365162.49,7016,68.7,38865.97
2023-08,North,Mortgage,Mobile App,323039.8,4430,81.56,16789.82
2023-08,North,Mortgage,Online,406321.45,5564,82.9,36346.45
2023-08,North,Mortgage,Telephone,262158.26,3882,52.53,31238.89
2023-08,North,Credit Card,Branch,97212.5,1211,64.69,6963.69
2023-08,North,Credit Card,Mobile App,85809.89,1327,48.61,5687.79
2023-08,North,Credit Card,Online,102094.77,1899,66.06,5109.62
2023-08,North,Credit Card,Telephone,64062.19,783,53.06,3788.27
2023-08,North,Business Loan,Branch,277045.27,3760,81.75,30225.61
2023-08,North,Business Loan,Mobile App,238701.84,4119,45.88,21736.82
2023-08,North,Business Loan,Online,292092.4,3575,75.97,31912.16
2023-08,North,Business Loan,Telephone,214223.61,2697,83.42,16313.42
2023-08,South,Personal Current Account,Branch,220468.59,2666,60.82,12582.64
2023-08,South,Personal Current Account,Mobile App,203657.92,3568,50.46,12428.28
2023-08,South,Personal Current Account,Online,227112.08,2738,76.67,26628.06
2023-08,South,Personal Current Account,Telephone,157199.42,2215,51.97,18519.98
2023-08,South,Savings Account,Branch,142479.47,1958,82.15,14973.09
2023-08,South,Savings Account,Mobile App,127314.33,2360,68.56,7928.45
2023-08,South,Savings Account,Online,166971.41,2915,72.54,9837.02
2023-08,South,Savings Account,Telephone,108684.92,1465,82.95,12651.89
2023-08,South,Mortgage,Branch,411951.47,6790,84.77,48430.2
2023-08,South,Mortgage,Mobile App,389793.75,8419,69.1,44620.73
2023-08,South,Mortgage,Online,463204.03,5534,53.84,41497.76
2023-08,South,Mortgage,Telephone,281238.75,3410,50.63,28735.3
2023-08,South,Credit Card,Branch,105818.32,1940,84.3,6534.51
2023-08,South,Credit Card,Mobile App,97393.65,1211,48.55,9703.1
2023-08,South,Credit Card,Online,113392.35,1606,80.47,9214.73
2023-08,South,Credit Card,Telephone,77864.53,1400,54.98,4262.74
2023-08,South,Business Loan,Branch,343680.33,6218,49.32,17214.84
2023-08,South,Business Loan,Mobile App,308074.73,5097,74.3,36302.64
2023-08,South,Business Loan,Online,346278.54,4307,64.72,26493.73
2023-08,South,Business Loan,Telephone,241660.91,3615,49.06,20194.21
2023-08,East,Personal Current Account,Branch,171543.01,2156,71.04,16828.58
2023-08,East,Personal Current Account,Mobile App,157818.8,3064,47.95,17234.35
2023-08,East,Personal Current Account,Online,179978.27,3168,57.75,20988.41
2023-08,East,Personal Current Account,Telephone,116602.47,2430,51.8,8894.68
2023-08,East,Savings Account,Branch,111324.7,1498,66.88,12565.07
2023-08,East,Savings Account,Mobile App,103056.92,2115,68.76,9579.67
2023-08,East,Savings Account,Online,123986.19,1927,46.24,14378.8
2023-08,East,Savings Account,Telephone,81827.47,1585,80.59,4991.25
2023-08,East,Mortgage,Branch,329136.1,6710,53.22,20833.95
2023-08,East,Mortgage,Mobile App,289589.42,3973,73.88,29276.96
2023-08,East,Mortgage,Online,367522.41,6608,56.26,24487.42
2023-08,East,Mortgage,Telephone,234589.65,4992,67.87,25520.96
2023-08,East,Credit Card,Branch,87967.52,1720,59.43,7031.46
2023-08,East,Credit Card,Mobile App,73997.25,1303,71.48,6808.86
2023-08,East,Credit Card,Online,96008.85,1811,46.03,5948.54
2023-08,East,Credit Card,Telephone,60323.8,1064,48.28,6579.14
2023-08,East,Business Loan,Branch,237325.63,4139,60.9,19991.55
2023-08,East,Business Loan,Mobile App,223866.44,3133,48.65,19720.13
2023-08,East,Business Loan,Online,265873.9,5074,80.42,20168.69
2023-08,East,Business Loan,Telephone,182596.36,2906,55.53,15074.07
2023-08,West,Personal Current Account,Branch,157118.58,2906,55.74,8533.86
2023-08,West,Personal Current Account,Mobile App,140871.36,1876,71.7,7888.73
2023-08,West,Personal Current Account,Online,169934.29,2892,66.66,20043.65
2023-08,West,Personal Current Account,Telephone,123117.34,1794,67.14,13402.04
2023-08,West,Savings Account,Branch,109689.84,1411,61.75,9596.33
2023-08,West,Savings Account,Mobile App,97797.58,1227,63.99,10925.53
2023-08,West,Savings Account,Online,113572.38,1773,48.16,12855.76
2023-08,West,Savings Account,Telephone,75962.97,1032,65.08,8586.24
2023-08,West,Mortgage,Branch,306593.81,3980,72.1,28641.72
2023-08,West,Mortgage,Mobile App,268880.4,5397,75.29,16697.88
2023-08,West,Mortgage,Online,327344.91,3879,83.89,34892.43
2023-08,West,Mortgage,Telephone,205783.09,4111,61.93,24525.15
2023-08,West,Credit Card,Branch,78178.81,1252,84.89,7341.45
2023-08,West,Credit Card,Mobile App,73956.25,943,55.32,8412.99
2023-08,West,Credit Card,Online,83406.2,1022,47.68,6436.2
2023-08,West,Credit Card,Telephone,60269.8,989,58.05,4178.75
2023-08,West,Business Loan,Branch,219531.28,3466,79.94,23063.64
2023-08,West,Business Loan,Mobile App,203601.99,2911,65.9,16160.21
2023-08,West,Business Loan,Online,257440.76,4180,50.93,23467.11
2023-08,West,Business Loan,Telephone,177224.46,2352,82.59,20335.62
2023-08,Scotland,Personal Current Account,Branch,155140.36,2298,49.04,10863.94
2023-08,Scotland,Personal Current Account,Mobile App,133670.55,2012,58.75,10528.2
2023-08,Scotland,Personal Current Account,Online,167581.6,2778,64.42,15522.64
2023-08,Scotland,Personal Current Account,Telephone,106935.03,2299,56.02,6423.55
2023-08,Scotland,Savings Account,Branch,96230.9,1387,72.75,5072.79
2023-08,Scotland,Savings Account,Mobile App,93988.75,1166,58.26,6262.52
2023-08,Scotland,Savings Account,Online,109894.55,1468,81.83,12395.25
2023-08,Scotland,Savings Account,Telephone,66897.82,1460,77.7,4764.05
2023-08,Scotland,Mortgage,Branch,299317.29,5324,64.66,29552.43
2023-08,Scotland,Mortgage,Mobile App,279391.55,5710,79.76,16597.81
2023-08,Scotland,Mortgage,Online,304558.59,3627,62.72,32833.74
2023-08,Scotland,Mortgage,Telephone,211547.04,3792,61.67,20136.92
2023-08,Scotland,Credit Card,Branch,74111.15,1411,53.46,7980.13
2023-08,Scotland,Credit Card,Mobile App,68794.92,921,75.38,7615.82
2023-08,Scotland,Credit Card,Online,78556.87,1009,65.61,4802.03
2023-08,Scotland,Credit Card,Telephone,52111.38,907,65.27,3100.39
2023-08,Scotland,Business Loan,Branch,217802.14,2755,80.17,11331.45
2023-08,Scotland,Business Loan,Mobile App,213836.43,4056,78.32,23220.15
2023-08,Scotland,Business Loan,Online,246214.76,4478,63.26,28133.03
2023-08,Scotland,Business Loan,Telephone,158268.43,2162,55.96,17036.87
2023-08,Wales,Personal Current Account,Branch,132208.81,2027,70.42,7756.84
2023-08,Wales,Personal Current Account,Mobile App,106459.9,2303,59.9,9749.92
2023-08,Wales,Personal Current Account,Online,148263.5,2845,79.82,13504.08
2023-08,Wales,Personal Current Account,Telephone,87923.88,1490,51.54,9901.5
2023-08,Wales,Savings Account,Branch,84260.45,1124,72.55,5894.43
2023-08,Wales,Savings Account,Mobile App,76512.58,1265,51.52,6890.57
2023-08,Wales,Savings Account,Online,89606.1,1071,79.28,8540.95
2023-08,Wales,Savings Account,Telephone,65925.28,914,55.76,5186.05
2023-08,Wales,Mortgage,Branch,244709.68,5342,76.21,25383.76
2023-08,Wales,Mortgage,Mobile App,236863.08,5222,81.46,22576.84
2023-08,Wales,Mortgage,Online,275107.7,3984,45.34,18615.8
2023-08,Wales,Mortgage,Telephone,187256.25,2425,57.22,22038.51
2023-08,Wales,Credit Card,Branch,64322.05,909,61.95,4911.2
2023-08,Wales,Credit Card,Mobile App,56991.97,966,55.08,4711.46
2023-08,Wales,Credit Card,Online,73699.42,1022,77.97,5733.86
2023-08,Wales,Credit Card,Telephone,46316.8,943,65.46,4463.31
2023-08,Wales,Business Loan,Branch,180397.1,2291,59.97,17194.36
2023-08,Wales,Business Loan,Mobile App,177138.72,2553,56.94,10197.4
2023-08,Wales,Business Loan,Online,225388.96,4739,84.53,21376.26
2023-08,Wales,Business Loan,Telephone,146570.76,1844,55.45,14624.33
2023-09,North,Personal Current Account,Branch,185476.74,2298,56.95,11220.42
2023-09,North,Personal Current Account,Mobile App,174734.32,2310,80.99,18588.25
2023-09,North,Personal Current Account,Online,205225.28,2661,69.0,19750.29
2023-09,North,Personal Current Account,Telephone,150113.49,2078,73.85,14392.59
2023-09,North,Savings Account,Branch,127315.79,1499,55.38,10096.09
2023-09,North,Savings Account,Mobile App,120172.2,1985,46.41,11964.92
2023-09,North,Savings Account,Online,144311.89,2125,52.6,14555.08
2023-09,North,Savings Account,Telephone,93282.56,1730,66.39,9789.33
2023-09,North,Mortgage,Branch,361960.21,4454,71.87,30951.96
2023-09,North,Mortgage,Mobile App,341868.71,4337,78.63,38068.67
2023-09,North,Mortgage,Online,403092.21,7715,48.9,23764.74
2023-09,North,Mortgage,Telephone,269098.74,4862,77.33,27825.96
2023-09,North,Credit Card,Branch,96787.34,1849,72.19,7113.32
2023-09,North,Credit Card,Mobile App,88789.11,1827,59.21,9064.9
2023-09,North,Credit Card,Online,106996.32,1867,76.52,7831.3
2023-09,North,Credit Card,Telephone,69076.25,1246,56.76,7569.72
2023-09,North,Business Loan,Branch,283037.48,4434,79.66,25714.02
2023-09,North,Business Loan,Mobile App,244568.93,2954,47.85,27455.27
2023-09,North,Business Loan,Online,323280.27,4972,79.7,24801.04
2023-09,North,Business Loan,Telephone,210781.4,3702,47.16,23143.12
2023-09,South,Personal Current Account,Branch,222282.99,4402,53.01,17481.1
2023-09,South,Personal Current Account,Mobile App,178045.66,2626,81.26,14605.09
2023-09,South,Personal Current Account,Online,255985.14,4439,73.63,26757.07
2023-09,South,Personal Current Account,Telephone,156620.59,2428,70.24,9769.63
2023-09,South,Savings Account,Branch,148816.64,2114,45.19,10290.22
2023-09,South,Savings Account,Mobile App,128665.71,1705,51.74,13318.68
2023-09,South,Savings Account,Online,161360.48,2498,75.54,9062.47
2023-09,South,Savings Account,Telephone,100575.65,1445,70.34,7868.79
2023-09,South,Mortgage,Branch,405254.84,4846,60.33,21332.93
2023-09,South,Mortgage,Mobile App,421541.02,7957,59.92,21492.44
2023-09,South,Mortgage,Online,455871.21,7874,78.33,28875.05
2023-09,South,Mortgage,Telephone,308913.55,4286,70.07,20826.22
2023-09,South,Credit Card,Branch,110594.54,1520,58.77,6527.86
2023-09,South,Credit Card,Mobile App,102683.86,1701,68.55,6334.71
2023-09,South,Credit Card,Online,118835.73,1524,56.93,8361.04
2023-09,South,Credit Card,Telephone,79899.63,1078,68.85,5884.48
2023-09,South,Business Loan,Branch,351448.8,4364,84.82,26004.15
2023-09,South,Business Loan,Mobile App,301366.32,3718,59.37,19043.28
2023-09,South,Business Loan,Online,357225.58,4307,81.73,27948.41
2023-09,South,Business Loan,Telephone,246178.68,4547,74.09,14569.94
2023-09,East,Personal Current Account,Branch,169633.71,2281,68.59,10488.27
2023-09,East,Personal Current Account,Mobile App,160311.76,2686,71.02,8434.87
2023-09,East,Personal Current Account,Online,184137.36,2299,55.23,16099.38
2023-09,East,Personal Current Account,Telephone,114227.29,2433,84.79,11004.42
2023-09,East,Savings Account,Branch,115376.03,1621,45.79,11339.44
2023-09,East,Savings Account,Mobile App,97351.54,1578,60.21,8597.09
2023-09,East,Savings Account,Online,121149.02,1893,51.13,11952.98
2023-09,East,Savings Account,Telephone,77392.35,1102,57.04,7454.16
2023-09,East,Mortgage,Branch,315064.61,4406,55.8,29110.21
2023-09,East,Mortgage,Mobile App,301500.92,5971,78.23,17289.27
2023-09,East,Mortgage,Online,353612.75,4794,49.71,20502.78
2023-09,East,Mortgage,Telephone,236678.08,4805,52.95,15143.25
2023-09,East,Credit Card,Branch,86467.95,1557,65.93,5544.08
2023-09,East,Credit Card,Mobile App,77910.72,1065,56.81,4110.44
2023-09,East,Credit Card,Online,88898.23,1370,53.31,10251.63
2023-09,East,Credit Card,Telephone,62158.02,1067,45.11,6030.22
2023-09,East,Business Loan,Branch,255268.77,3140,78.41,24718.07
2023-09,East,Business Loan,Mobile App,218294.75,4283,48.6,18733.92
2023-09,East,Business Loan,Online,275760.79,3729,49.05,18727.59
2023-09,East,Business Loan,Telephone,184585.82,3402,84.55,13054.2
2023-09,West,Personal Current Account,Branch,152068.2,2392,48.99,9463.07
2023-09,West,Personal Current Account,Mobile App,152968.55,3284,56.62,16231.76
2023-09,West,Personal Current Account,Online,169079.02,2940,74.54,9578.31
2023-09,West,Personal Current Account,Telephone,113969.61,1512,46.84,12495.62
2023-09,West,Savings Account,Branch,101889.71,1424,51.82,7644.47
2023-09,West,Savings Account,Mobile App,96720.23,1547,69.87,10783.66
2023-09,West,Savings Account,Online,108427.3,2225,77.6,6809.33
2023-09,West,Savings Account,Telephone,71245.29,1167,83.49,4917.94
2023-09,West,Mortgage,Branch,318336.23,5267,79.03,33741.39
2023-09,West,Mortgage,Mobile App,272373.82,3838,76.88,15774.25
2023-09,West,Mortgage,Online,317633.88,4360,47.35,36836.86
2023-09,West,Mortgage,Telephone,201507.1,3922,61.64,18408.18
